Jurisdiction,State,Year,Election Date,Office,Winner,Special Election?,Incumbent Status of Winner,Number of candidates,Number of rounds,Total ballots cast,First round active votes,Final round active votes,First round vote for winner,First round percent for winner,First round place for winner,Final round votes for winner,Final round percent for winner,Winner's consensus value,Winner's Final Round Votes as Percent of First Round Valid Votes,Fully ranked ballots,Ballots with 2+ Rankings,Ballots Ranking the Winner,First Round Undervote,First Round Overvotes,Total Ballots with Overvotes,Inactive by Overvote,Inactive by Skipped Rankings,Inactive by Abstention,Inactive by ranking limit,Total Inactive,Includes duplicate rankings,Includes skipped rankings,Turnout Percent (percent of registered),Registered Voters in Jurisdiction,Condorcet winner?,Come FroMBehind Winner?,Number of Rankings Permitted,Ballot Style,Ballot Marking Style,Voting Equipment Used,Link to full results,CVR Available?,Notes,RaceID
Oakland,CA,2016,11/8/2016,School Director District 7,James Harris,N,Incumbent,2,1,17469,14930,14930,9965,67%,1,9965,66.7%,83.5%,66.7%,7450,7458,12460,2468,71,96,0,0,0,0,0,8574,533,63.05%,"27,705",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11082016_SchoolDirectorDistrict7_tab1
San Francisco,CA,2016,11/8/2016,Board of Supervisors District 1,Sandra Lee Fewer,N,OpenSeat,10,9,35109,31681,28496,12568,40%,1,15037,52.8%,66.3%,47.5%,19667,24656,21015,3236,192,255,18,0,936,2231,3185,1889,134,80.12%,"43,818",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11082016_BoardofSupervisorsDistrict1_tab1
San Francisco,CA,2016,11/8/2016,Board of Supervisors District 11,Ahsha Safai,N,OpenSeat,5,4,28010,25380,22031,9466,37%,1,11222,50.9%,58.0%,44.2%,16006,19509,14709,2457,173,257,32,0,748,2569,3349,2572,190,73.24%,"38,242",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11082016_BoardofSupervisorsDistrict11_tab1
San Francisco,CA,2016,11/8/2016,Board of Supervisors District 3,Aaron Peskin,N,Incumbent,2,1,31521,26658,26658,19211,72%,1,19211,72.1%,84.5%,72.1%,10765,10769,22521,4839,24,56,0,0,0,0,0,5897,483,75.55%,"41,720",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11082016_BoardofSupervisorsDistrict3_tab1
San Francisco,CA,2016,11/8/2016,Board of Supervisors District 5,London Breed,N,Incumbent,2,1,45531,41009,41009,21399,52%,1,21399,52.2%,74.7%,52.2%,18924,18932,30633,4472,50,117,0,0,0,0,0,8404,598,80.93%,"56,261",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11082016_BoardofSupervisorsDistrict5_tab1
San Francisco,CA,2016,11/8/2016,Board of Supervisors District 7,Norman Yee,N,Incumbent,5,4,39486,35274,30507,14179,40%,1,17692,58.0%,60.3%,50.2%,22105,27074,21269,4084,128,185,25,0,1975,2767,4767,2316,163,81.53%,"48,429",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11082016_BoardofSupervisorsDistrict7_tab1
San Francisco,CA,2016,11/8/2016,Board of Supervisors District 9,Hillary Ronen,N,OpenSeat,4,1,34945,32054,32054,18396,57%,1,18396,57.4%,82.6%,57.4%,17026,24097,26472,2764,127,195,0,0,0,0,0,2963,200,78.54%,"44,492",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11082016_BoardofSupervisorsDistrict9_tab1
San Leandro,CA,2016,11/8/2016,County Council District 2,Ed Hernandez,N,OpenSeat,2,1,31790,26930,26930,14648,54%,1,14648,54.4%,77.4%,54.4%,14654,14658,20831,4755,105,160,0,0,0,0,0,11996,1143,68.66%,"46,302",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11082016_CountyCouncilDistrict2_tab1
San Leandro,CA,2016,11/8/2016,County Council District 4,Benny Lee,N,Incumbent,1,1,31790,23293,23293,23293,100%,1,23293,100.0%,100.0%,100.0%,23293,0,23296,8456,41,54,0,0,0,0,0,10628,1818,68.66%,"46,302",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11082016_CountyCouncilDistrict4_tab1
San Leandro,CA,2016,11/8/2016,County Council District 6,Pete Ballew,N,OpenSeat,1,1,31790,21338,21338,21338,100%,1,21338,100.0%,100.0%,100.0%,21338,0,21344,10418,34,42,0,0,0,0,0,9646,616,68.66%,"46,302",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11082016_CountyCouncilDistrict6_tab1
Portland,ME,2015,11/3/2015,Mayor,Ethan Strimling,N,Challenger,3,1,19155,17930,17930,9163,51%,1,9163,51.1%,Unknown,51.1%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,0,Unknown,Unknown,,Unknown,Y,N,15,Grid,Oval,ES&S DS200/AutoMARK,,N,,Portland_1032015_Mayor
San Francisco,CA,2015,11/3/2015,Board of Supervisors District 3,Aaron Peskin,Y,Challenger,3,1,17554,16694,16694,8767,53%,1,8767,52.5%,67.0%,52.5%,4478,7988,11183,819,41,63,0,0,0,0,0,2083,136,50.79%,"34,559",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11032015_BoardofSupervisorsDistrict3_tab1
San Francisco,CA,2015,11/3/2015,City Attorney,Dennis Herrera,N,Incumbent,1,1,203069,156321,156321,154336,99%,1,154336,98.7%,100.0%,98.7%,Unknown,Unknown,,44539,Unknown,225,0,0,0,0,0,Unknown,Unknown,45.45%,"446,828",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,N,,SanFrancisco_11032015_CityAttorney
San Francisco,CA,2015,11/3/2015,District Attorney,George Gascon,N,Incumbent,1,1,203069,140519,140519,138043,98%,1,138043,98.2%,100.0%,98.2%,Unknown,Unknown,,60411,Unknown,155,0,0,0,0,0,Unknown,Unknown,45.45%,"446,828",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,N,,SanFrancisco_11032015_DistrictAttorney
San Francisco,CA,2015,11/3/2015,Mayor,Ed Lee,N,Incumbent,6,1,203069,189707,189707,105771,56%,1,105771,55.8%,62.4%,55.8%,84870,103133,118380,12741,621,1043,0,0,0,0,0,22398,1438,45.45%,"446,828",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11032015_Mayor_tab1
San Francisco,CA,2015,11/3/2015,Sheriff,Vicki Hennessy,N,Challenger,3,1,203069,185831,185831,113349,61%,1,113349,61.0%,79.7%,61.0%,53191,90911,148076,17001,237,469,0,0,0,0,0,26727,996,45.45%,"446,828",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11032015_Sheriff_tab1
San Francisco,CA,2015,11/3/2015,Treasurer,Jose Cisneros,N,Incumbent,1,1,231214,209626,209626,175961,84%,1,175961,83.9%,100.0%,83.9%,Unknown,Unknown,,60078,72,94,0,0,0,0,0,Unknown,Unknown,51.75%,"446,828",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,N,,SanFrancisco_11032015_Treasurer
St. Paul,MN,2015,11/3/2015,City Council Ward 1,Dai Thao,N,Incumbent,2,1,2973,2973,2919,2503,84%,1,2503,85.7%,Unknown,84.2%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,54,Unknown,Unknown,14.68%,"20,248",Y,N,6,Columns,Oval,Hart Verity,Link,N,,StPaul_11032015_CityCouncilWard1
St. Paul,MN,2015,11/3/2015,City Council Ward 2,Rebecca Noecker,N,OpenSeat,5,2,5738,5738,5226,2391,42%,1,2782,53.2%,Unknown,48.5%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,512,Unknown,Unknown,23.01%,"24,936",Unknown,N,6,Columns,Oval,Hart Verity,Link,N,,StPaul_11032015_CityCouncilWard2
St. Paul,MN,2015,11/3/2015,City Council Ward 3,Chris Tolbert,N,Incumbent,1,1,4881,4881,4881,4484,92%,1,4484,91.9%,100.0%,91.9%,Unknown,Unknown,,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,17.59%,"27,746",Y,N,6,Columns,Oval,Hart Verity,Link,N,,StPaul_11032015_CityCouncilWard3
St. Paul,MN,2015,11/3/2015,City Council Ward 4,Russ Stark,N,Incumbent,2,1,5367,5367,5332,3293,61%,1,3293,61.8%,Unknown,61.4%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,0,35,Unknown,Unknown,22.01%,"24,383",Y,N,6,Columns,Oval,Hart Verity,Link,N,,StPaul_11032015_CityCouncilWard4
St. Paul,MN,2015,11/3/2015,City Council Ward 5,Amy Brendmoen,N,Incumbent,3,1,3916,3916,3916,2202,56%,1,2202,56.2%,Unknown,56.2%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,21.03%,"18,623",Y,N,6,Columns,Oval,Hart Verity,Link,N,,StPaul_11032015_CityCouncilWard5
St. Paul,MN,2015,11/3/2015,City Council Ward 6,Dan Bostrom,N,Incumbent,3,1,2128,2128,2128,1571,74%,1,1571,73.8%,Unknown,73.8%,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,11.77%,"18,073",Y,N,6,Columns,Oval,Hart Verity,Link,N,,StPaul_11032015_CityCouncilWard6
St. Paul,MN,2015,11/3/2015,City Council Ward 7,Jane Prince,N,OpenSeat,1,1,1661,1661,1661,1574,95%,1,1574,94.8%,100.0%,94.8%,Unknown,Unknown,,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,Unknown,8.69%,"19,120",Y,N,6,Columns,Oval,Hart Verity,Link,N,,StPaul_11032015_CityCouncilWard7
Takoma Park,MD,2015,11/3/2015,City Council Ward 1,Peter Kovar,N,OpenSeat,3,1,753,750,750,631,84%,1,631,84.1%,Unknown,84.1%,Unknown,Unknown,Unknown,2,1,Unknown,0,0,0,0,0,Unknown,Unknown,29.79%,"2,528",Y,N,20,Grid,Oval,Hand count,,N,,TakomaPark_11032015_CityCouncilWard1
Takoma Park,MD,2015,11/3/2015,City Council Ward 2,TiMMale,N,Incumbent,1,1,488,465,465,443,95%,1,443,95.3%,100.0%,95.3%,Unknown,Unknown,,23,0,Unknown,0,0,0,0,0,Unknown,Unknown,20.63%,"2,365",Y,N,20,Grid,Oval,Hand count,,N,,TakomaPark_11032015_CityCouncilWard2
Takoma Park,MD,2015,11/3/2015,City Council Ward 3,Rizzy Qureshi,N,OpenSeat,1,1,590,550,550,532,97%,1,532,96.7%,100.0%,96.7%,Unknown,Unknown,,40,0,Unknown,0,0,0,0,0,Unknown,Unknown,23.63%,"2,497",Y,N,20,Grid,Oval,Hand count,,N,,TakomaPark_11032015_CityCouncilWard3
Takoma Park,MD,2015,11/3/2015,City Council Ward 4,Terry J. Seamens,N,Incumbent,1,1,254,244,244,241,99%,1,241,98.8%,100.0%,98.8%,Unknown,Unknown,,8,2,Unknown,0,0,0,0,0,Unknown,Unknown,15.94%,"1,593",Y,N,20,Grid,Oval,Hand count,,N,,TakomaPark_11032015_CityCouncilWard4
Takoma Park,MD,2015,11/3/2015,City Council Ward 5,Jarrett Smith,N,Incumbent,1,1,163,158,158,149,94%,1,149,94.3%,100.0%,94.3%,Unknown,Unknown,,4,1,Unknown,0,0,0,0,0,Unknown,Unknown,10.87%,"1,499",Y,N,20,Grid,Oval,Hand count,,N,,TakomaPark_11032015_CityCouncilWard5
Takoma Park,MD,2015,11/3/2015,City Council Ward 6,Fred Schultz,N,Incumbent,2,1,302,296,296,206,70%,1,206,69.6%,Unknown,69.6%,Unknown,Unknown,Unknown,6,0,Unknown,0,0,0,0,0,Unknown,Unknown,18.02%,"1,676",Y,N,20,Grid,Oval,Hand count,,N,,TakomaPark_11032015_CityCouncilWard6
Takoma Park,MD,2015,11/3/2015,Mayor,Kate Stewart,N,OpenSeat,2,1,2552,2491,2491,2169,87%,1,2169,87.1%,Unknown,87.1%,Unknown,Unknown,Unknown,54,7,Unknown,0,0,0,0,0,Unknown,Unknown,20.99%,"12,158",Y,N,20,Grid,Oval,Hand count,,N,,TakomaPark_11032015_Mayor
Telluride,CO,2015,11/3/2015,Mayor,Sean Murphy,N,OpenSeat,3,2,1121,1111,1102,491,44%,1,574,52.1%,Unknown,51.7%,Unknown,Unknown,Unknown,7,Unknown,1,Unknown,0,Unknown,0,9,Unknown,Unknown,50.70%,"2,211",Unknown,N,20,Grid,Oval,Hand count,,N,,Telluride_11032015_Mayor
Berkeley,CA,2014,11/4/2014,City Auditor,Ann-Marie Hogan,N,Incumbent,1,1,39092,27390,27390,27390,100%,1,27390,100.0%,100.0%,100.0%,27390,0,27393,11682,20,30,0,0,0,0,0,10359,855,48.91%,"79,928",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11042014_CityAuditor_tab1
Berkeley,CA,2014,11/4/2014,City Council District 1,Linda Maio,N,Incumbent,3,1,6109,5564,5564,3038,55%,1,3038,54.6%,83.1%,54.6%,2273,3614,4626,530,15,30,0,0,0,0,0,1031,53,58.53%,"10,438",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11042014_CityCouncilDistrict1_tab1
Berkeley,CA,2014,11/4/2014,City Council District 4,Jesse Arreguin,N,Incumbent,1,1,3652,2473,2473,2473,100%,1,2473,100.0%,100.0%,100.0%,Unknown,Unknown,,1175,4,4,4,0,0,0,0,Unknown,Unknown,42.13%,"8,668",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,N,,Berkeley_11042014_CityCouncilDistrict4
Berkeley,CA,2014,11/4/2014,City Council District 7,Kriss Worthington,N,Incumbent,2,1,1786,1503,1503,833,55%,1,833,55.4%,76.3%,55.4%,677,678,1147,281,2,5,0,0,0,0,0,410,43,20.85%,"8,565",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11042014_CityCouncilDistrict7_tab1
Berkeley,CA,2014,11/4/2014,City Council District 8,Lori Droste,N,OpenSeat,4,3,4964,4518,4128,1318,29%,1,2072,50.2%,70.8%,45.9%,2898,3793,3199,429,17,38,7,0,383,0,390,415,31,47.54%,"10,442",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Berkeley_11042014_CityCouncilDistrict8_tab1
Oakland,CA,2014,11/4/2014,City Auditor,Brenda Roberts,N,OpenSeat,2,1,104834,79287,79287,60970,77%,1,60970,76.9%,89.6%,76.9%,41126,41141,71022,25448,99,196,0,0,0,0,0,30285,1025,47.42%,"221,073",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11042014_CityAuditor_tab1
Oakland,CA,2014,11/4/2014,City Council District 2,Abel Guillen,N,OpenSeat,5,4,15293,13555,12347,4886,36%,1,6547,53.0%,65.5%,48.3%,7790,10255,8877,1697,41,96,18,0,529,661,1208,2090,94,48.74%,"31,377",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11042014_CityCouncilDistrict2_tab1
Oakland,CA,2014,11/4/2014,City Council District 4,Annie Campbell Washington,N,OpenSeat,3,1,20018,17704,17704,11358,64%,1,11358,64.2%,88.1%,64.2%,7885,11991,15604,2294,20,56,0,0,0,0,0,2730,119,56.68%,"35,317",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11042014_CityCouncilDistrict4_tab1
Oakland,CA,2014,11/4/2014,City Council District 6,Desley Brooks,N,Incumbent,5,4,12383,11162,10376,4772,43%,1,5430,52.3%,60.4%,48.6%,5989,7712,6738,1178,43,88,12,0,274,500,786,2996,107,41.98%,"29,498",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11042014_CityCouncilDistrict6_tab1
Oakland,CA,2014,11/4/2014,Mayor,Libby Schaaf,N,Challenger,16,15,104834,101888,77227,30041,29%,1,48806,63.2%,56.6%,47.9%,75390,87226,57690,2152,794,1251,256,0,4746,19659,24661,13602,763,47.42%,"221,073",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11042014_Mayor_tab1
Oakland,CA,2014,11/4/2014,School Director District 2,Aimee Eng,N,OpenSeat,2,1,15293,11710,11710,8907,76%,1,8907,76.1%,89.1%,76.1%,5355,5358,10433,3566,17,28,0,0,0,0,0,3772,185,48.74%,"31,377",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11042014_SchoolDirectorDistrict2_tab1
Oakland,CA,2014,11/4/2014,School Director District 4,Nina Senn,N,OpenSeat,4,3,20018,16120,14886,6183,38%,1,7802,52.4%,70.9%,48.4%,8491,11975,11433,3866,32,61,9,0,1225,0,1234,2310,119,56.68%,"35,317",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11042014_SchoolDirectorDistrict4_tab1
Oakland,CA,2014,11/4/2014,School Director District 6,Shanthi Gonzales,N,OpenSeat,2,1,12377,10384,10384,6078,59%,1,6078,58.5%,81.1%,58.5%,5359,5362,8421,1973,20,38,0,0,0,0,0,4886,191,41.97%,"29,490",Y,N,3,Columns,Arrow,Optech Insight/AVC Edge/Optech 400C,Link,Y,,Oakland_11042014_SchoolDirectorDistrict6_tab1
San Francisco,CA,2014,11/4/2014,Assessor-Recorder,Carmen Chu,N,Incumbent,1,1,227431,151761,151761,148795,98%,1,148795,98.0%,100.0%,98.0%,Unknown,Unknown,,75609,Unknown,61,0,0,0,0,0,Unknown,Unknown,52.16%,"436,019",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,N,,SanFrancisco_11042014_AssessorRecorder
San Francisco,CA,2014,11/4/2014,Board of Supervisors District 10,Malia Cohen,N,Incumbent,5,3,16342,15406,14925,7176,47%,1,7719,51.7%,68.9%,50.1%,7559,10265,10622,825,111,145,11,0,198,272,481,2468,146,46.30%,"35,295",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanFrancisco_11042014_BoardofSupervisorsDistrict10_tab1
San Francisco,CA,2014,11/4/2014,Board of Supervisors District 2,Mark Farrell,N,Incumbent,2,1,23044,19743,19734,15621,79%,1,15621,79.2%,Unknown,79.1%,Unknown,Unknown,Unknown,2523,31,59,Unknown,0,Unknown,Unknown,9,Unknown,Unknown,53.23%,"43,295",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,N,,SanFrancisco_11042014_BoardofSupervisorsDistrict2
San Francisco,CA,2014,11/4/2014,Board of Supervisors District 4,Katy Tang,N,Incumbent,1,1,19288,15492,15492,14981,97%,1,14981,96.7%,100.0%,96.7%,Unknown,Unknown,,3529,Unknown,8,0,0,0,0,0,Unknown,Unknown,50.58%,"38,134",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,N,"Incumbent appointed February, 2013",SanFrancisco_11042014_BoardofSupervisorsDistrict4
San Francisco,CA,2014,11/4/2014,Board of Supervisors District 6,Jane Kim,N,Incumbent,5,1,15047,13088,13088,8876,68%,1,8876,67.8%,Unknown,67.8%,Unknown,Unknown,Unknown,1520,83,110,0,0,0,0,0,Unknown,Unknown,44.75%,"33,628",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,N,,SanFrancisco_11042014_BoardofSupervisorsDistrict6
San Francisco,CA,2014,11/4/2014,Board of Supervisors District 8,Scott Wiener,N,Incumbent,5,1,33413,29308,29308,22936,78%,1,22936,78.3%,Unknown,78.3%,Unknown,Unknown,Unknown,3343,74,111,0,0,0,0,0,Unknown,Unknown,62.28%,"53,648",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,N,,SanFrancisco_11042014_BoardofSupervisorsDistrict8
San Francisco,CA,2014,11/4/2014,Public Defender,Jeff Adachi,N,Incumbent,1,1,231214,152516,152516,149869,98%,1,149869,98.3%,100.0%,98.3%,Unknown,Unknown,,74841,Unknown,74,0,0,0,0,0,Unknown,Unknown,53.03%,"436,019",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,N,,SanFrancisco_11042014_PublicDefender
San Leandro,CA,2014,11/4/2014,County Council District 1,Deborah Cox,N,OpenSeat,4,3,17200,15445,13697,6552,42%,1,8898,65.0%,75.0%,57.6%,9193,11256,11580,1681,74,132,17,0,1731,0,1748,3340,97,40.47%,"42,505",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11042014_CountyCouncilDistrict1_tab1
San Leandro,CA,2014,11/4/2014,County Council District 3,Lee Thomas,N,OpenSeat,3,1,17200,14194,14194,7671,54%,1,7671,54.0%,84.2%,54.0%,8161,9964,11950,2978,28,58,0,0,0,0,0,2954,129,40.47%,"42,505",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11042014_CountyCouncilDistrict3_tab1
San Leandro,CA,2014,11/4/2014,County Council District 5,Corina Lopez,N,OpenSeat,3,1,17200,14684,14684,7906,54%,1,7906,53.8%,84.7%,53.8%,8630,10411,12437,2481,35,75,0,0,0,0,0,3045,95,40.47%,"42,505",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11042014_CountyCouncilDistrict5_tab1
San Leandro,CA,2014,11/4/2014,Mayor,Pauline Russo Cutter,N,OpenSeat,4,3,17200,16209,15367,7889,49%,1,8801,57.3%,82.7%,54.3%,8425,11493,13399,951,40,104,9,0,833,0,842,3881,129,40.47%,"42,505",Y,N,3,Columns,Arrow,Optech IIIP-Eagle/AVC Edge/Optech IV-C,Link,Y,,SanLeandro_11042014_Mayor_tab1
Takoma Park,MD,2014,4/8/2014,City Council Ward 3,Kate Stewart,Y,OpenSeat,3,2,661,660,656,323,49%,1,332,50.6%,Unknown,50.3%,Unknown,Unknown,Unknown,Unknown,1,1,Unknown,0,Unknown,Unknown,4,Unknown,Unknown,27.95%,"2,365",Y,N,Unknown,Unknown,Unknown,ES&S (we think),,N,,TakomaPark_04082014_CityCouncilWard3
Minneapolis,MN,2013,11/5/2013,City Council Ward 1,Kevin Reich,N,Incumbent,3,1,6274,5941,5941,4268,72%,1,4268,71.8%,Unknown,71.8%,Unknown,Unknown,Unknown,331,1,1,1,0,Unknown,0,0,Unknown,Unknown,32.66%,"19,209",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,N,,Minneapolis_11052013_CityCouncilWard1
Minneapolis,MN,2013,11/5/2013,City Council Ward 10,Lisa Bender,N,Challenger,4,1,5933,5769,5769,3704,64%,1,3704,64.2%,Unknown,64.2%,Unknown,Unknown,Unknown,160,4,4,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,30.49%,"19,456",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,N,,Minneapolis_11052013_CityCouncilWard10
Minneapolis,MN,2013,11/5/2013,City Council Ward 11,John Quincy,N,Incumbent,3,1,7800,7339,7339,4952,67%,1,4952,67.5%,Unknown,67.5%,Unknown,Unknown,Unknown,460,1,1,1,0,Unknown,0,0,Unknown,Unknown,38.81%,"20,100",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,N,,Minneapolis_11052013_CityCouncilWard11
Minneapolis,MN,2013,11/5/2013,City Council Ward 12,Andrew Johnson,N,OpenSeat,5,1,8742,8381,8381,4553,54%,1,4553,54.3%,Unknown,54.3%,Unknown,Unknown,Unknown,360,1,1,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,39.54%,"22,108",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,N,,Minneapolis_11052013_CityCouncilWard12
Minneapolis,MN,2013,11/5/2013,City Council Ward 13,Linea Palmisano,N,OpenSeat,5,5,10742,10459,9764,4452,43%,1,5059,51.8%,77.9%,48.4%,6464,8627,8143,282,2,13,0,0,583,112,695,150,17,46.20%,"23,252",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11052013_Ward13CityCouncil_tab1
Minneapolis,MN,2013,11/5/2013,City Council Ward 2,CaMGordon,N,Incumbent,2,1,5156,4659,4659,4060,87%,1,4060,87.1%,Unknown,87.1%,Unknown,Unknown,,497,0,0,0,0,Unknown,0,0,Unknown,Unknown,27.56%,"18,705",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,N,,Minneapolis_11052013_CityCouncilWard2
Minneapolis,MN,2013,11/5/2013,City Council Ward 3,Jacob Frey,N,Challenger,4,1,6206,6071,6071,3722,61%,1,3722,61.3%,Unknown,61.3%,Unknown,Unknown,Unknown,132,3,3,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,30.99%,"20,027",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,N,,Minneapolis_11052013_CityCouncilWard3
Minneapolis,MN,2013,11/5/2013,City Council Ward 4,"Barbara A. ""Barb"" Johnson",N,Incumbent,3,1,3940,3804,3804,2153,57%,1,2153,56.6%,Unknown,56.6%,Unknown,Unknown,Unknown,134,2,2,2,0,Unknown,0,0,Unknown,Unknown,23.06%,"17,086",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,N,,Minneapolis_11052013_CityCouncilWard4
Minneapolis,MN,2013,11/5/2013,City Council Ward 5,Blong Yang,N,OpenSeat,4,4,3622,3499,3236,1475,42%,1,1842,56.9%,78.2%,52.6%,1914,2429,2736,123,2,5,0,0,263,0,263,255,27,23.54%,"15,388",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,Y,,Minneapolis_11052013_Ward5CityCouncil_tab1
Minneapolis,MN,2013,11/5/2013,City Council Ward 6,Abdi Warsame,N,Challenger,6,1,5051,4834,4834,3090,64%,1,3090,63.9%,Unknown,63.9%,Unknown,Unknown,Unknown,205,12,12,Unknown,0,Unknown,Unknown,0,Unknown,Unknown,33.62%,"15,023",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,N,,Minneapolis_11052013_CityCouncilWard6
Minneapolis,MN,2013,11/5/2013,City Council Ward 7,Lisa Goodman,N,Incumbent,1,1,6594,5595,5595,5309,95%,1,5309,94.9%,100.0%,94.9%,Unknown,Unknown,,994,5,5,5,0,Unknown,0,0,Unknown,Unknown,33.56%,"19,651",Y,N,3,Columns,Oval,ES&S: DS200s/DS850/AutoMARK,Link,N,,Minneapolis_11052013_CityCouncilWard7
